[MAIN] User Init Started...
[IMU] Starting Init...
[IMU] Init Complete
[HARDWARE] Starting FreeRTOS TCP-IP Stack
[HARDWARE] FreeRTOS TCP-IP Stack Init Complete
[MAIN] User Init Completed!
[MAIN] Starting 10ms task
prvIPTask started
[MAC] Starting Init...
[MAC] Got hardware revision 6
[MAC] Init Complete!
[HARDWARE] Network UP
[MAIN] Starting Server task
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005c88 : 120 
FREE 0x80010bf : 0x20005c88 : 120 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005c88 : 120 
FREE 0x80010bf : 0x20005c88 : 120 
MALLOC 0x8001177 : 0x20005c88 : 120 
FREE 0x80010bf : 0x20005c88 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005c88 : 120 
FREE 0x80010bf : 0x20005c88 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005c88 : 120 
FREE 0x80010bf : 0x20005c88 : 120 
MALLOC 0x8001177 : 0x20005c88 : 104 
MALLOC 0x8001177 : 0x20005cf0 : 120 
FREE 0x80010bf : 0x20005cf0 : 120 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005cf0 : 120 
FREE 0x80010bf : 0x20005cf0 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20005c88 : 104 
MALLOC 0x8001177 : 0x20005c88 : 112 
FREE 0x80010bf : 0x20005c88 : 112 
MALLOC 0x8001177 : 0x20005c88 : 120 
MALLOC 0x8001177 : 0x20005ec8 : 184 
FREE 0x80010bf : 0x20005ec8 : 184 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
MALLOC 0x8001177 : 0x20005d00 : 136 
MALLOC 0x8001177 : 0x20005ec8 : 120 
MALLOC 0x8001177 : 0x20005f40 : 120 
MALLOC 0x8001177 : 0x20006108 : 120 
FREE 0x80010bf : 0x20005c88 : 120 
MALLOC 0x8001177 : 0x20006180 : 136 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20006348 : 184 
FREE 0x80010bf : 0x20006348 : 184 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
FREE 0x80010bf : 0x20005d00 : 144 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20005ec8 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200047f0 : 104 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x800ebb5 : 0x20005c88 : 264 
MALLOC 0x8001177 : 0x20006348 : 328 
FREE 0x80010bf : 0x20006348 : 328 
FREE 0x801034d : 0x20005c88 : 264 
FREE 0x80010bf : 0x20005f40 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
Socket 5800 -> 0xa6f4c08ip:61569 State eESTABLISHED->eLAST_ACK
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20003bf8 : 96 
Socket 5800 -> 0xa6f4c08ip:61569 State eLAST_ACK->eCLOSE_WAIT
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80042f5 : 0x20006080 : 136 
FREE 0x8004307 : 0x20008278 : 1496 
Lost: Socket 5800 now has 5 / 128 children
FREE 0x8018b29 : 0x20004778 : 40 
FreeRTOS_closesocket[5800 to 0xa6f4c08ip:61569]: buffers 58 socks 6
FREE 0x800439b : 0x20005720 : 416 
FREE 0x801034d : 0x20007f70 : 776 
FREE 0x80129c5 : 0x20005d90 : 152 
FREE 0x80010bf : 0x20006108 : 120 
MALLOC 0x8001177 : 0x20007f70 : 1200 
FREE 0x80010bf : 0x20007f70 : 1200 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
FREE 0x80010bf : 0x20006180 : 144 
MALLOC 0x8001177 : 0x200047f0 : 104 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005720 : 120 
FREE 0x80010bf : 0x20005720 : 120 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005720 : 120 
FREE 0x80010bf : 0x20005720 : 120 
MALLOC 0x8001177 : 0x20005720 : 104 
MALLOC 0x8001177 : 0x20005788 : 120 
FREE 0x80010bf : 0x20005788 : 120 
MALLOC 0x8001177 : 0x20005788 : 120 
FREE 0x80010bf : 0x20005788 : 120 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005788 : 120 
FREE 0x80010bf : 0x20005788 : 120 
FREE 0x80010bf : 0x20005720 : 104 
MALLOC 0x8001177 : 0x20005720 : 112 
FREE 0x80010bf : 0x20005720 : 112 
MALLOC 0x8001177 : 0x20005720 : 104 
MALLOC 0x8001177 : 0x20005788 : 120 
FREE 0x80010bf : 0x20005788 : 120 
MALLOC 0x8001177 : 0x20005788 : 104 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x200057f0 : 104 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20005720 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
FREE 0x80010bf : 0x20005788 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200057f0 : 104 
MALLOC 0x8001177 : 0x20005720 : 112 
FREE 0x80010bf : 0x20005720 : 112 
MALLOC 0x8001177 : 0x20005720 : 120 
FREE 0x80010bf : 0x20005720 : 120 
MALLOC 0x8001177 : 0x20005720 : 104 
MALLOC 0x8001177 : 0x20005788 : 120 
FREE 0x80010bf : 0x20005788 : 120 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005788 : 120 
FREE 0x80010bf : 0x20005788 : 120 
MALLOC 0x8001177 : 0x20005788 : 104 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
FREE 0x80010bf : 0x20005720 : 104 
MALLOC 0x8001177 : 0x200057f0 : 112 
FREE 0x80010bf : 0x200057f0 : 112 
MALLOC 0x8001177 : 0x20005720 : 104 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8003955 : 0x20005c88 : 416 
MALLOC 0x8018781 : 0x20004778 : 40 
Gain: Socket 5800 now has 6 / 128 children
prvSocketSetMSS: 1460 bytes for 0xa6f4c08ip:61572
Socket 5800 -> 0xa6f4c08ip:61572 State eCLOSED->eSYN_FIRST
prvWinScaleFactor: uxRxWinSize 1 MSS 1460 Factor 0
Socket 5800 -> 0xa6f4c08ip:61572 State eSYN_FIRST->eSYN_RECEIVED
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20005788 : 104 
MALLOC 0x8001177 : 0x20005788 : 112 
FREE 0x80010bf : 0x20005788 : 112 
MALLOC 0x8001177 : 0x20005788 : 104 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20005720 : 104 
MALLOC 0x8001177 : 0x200057f0 : 112 
FREE 0x80010bf : 0x200057f0 : 112 
MALLOC 0x8001177 : 0x20005720 : 104 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x20005ec8 : 120 
MALLOC 0x8001177 : 0x20005f40 : 120 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
MALLOC 0x8001177 : 0x20006068 : 120 
MALLOC 0x8001177 : 0x200060e0 : 120 
MALLOC 0x8001177 : 0x20006158 : 120 
MALLOC 0x8001177 : 0x20006348 : 120 
FREE 0x80010bf : 0x20005788 : 104 
MALLOC 0x8001177 : 0x200063c0 : 112 
FREE 0x80010bf : 0x200063c0 : 112 
MALLOC 0x8001177 : 0x200063c0 : 136 
MALLOC 0x8001177 : 0x20006448 : 120 
FREE 0x80010bf : 0x20006448 : 120 
MALLOC 0x8001177 : 0x20005788 : 104 
FREE 0x80010bf : 0x20005720 : 104 
MALLOC 0x8001177 : 0x20006448 : 112 
FREE 0x80010bf : 0x20006448 : 112 
MALLOC 0x8001177 : 0x20006448 : 120 
FREE 0x80010bf : 0x20006448 : 120 
MALLOC 0x8001177 : 0x20006448 : 120 
FREE 0x80010bf : 0x20006448 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20005720 : 104 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8003955 : 0x20006eb0 : 416 
MALLOC 0x8018781 : 0x20004c60 : 40 
Gain: Socket 5800 now has 7 / 128 children
prvSocketSetMSS: 1460 bytes for 0xa6f4c08ip:61573
Socket 5800 -> 0xa6f4c08ip:61573 State eCLOSED->eSYN_FIRST
prvWinScaleFactor: uxRxWinSize 1 MSS 1460 Factor 0
Socket 5800 -> 0xa6f4c08ip:61573 State eSYN_FIRST->eSYN_RECEIVED
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20005ec8 : 120 
MALLOC 0x8001177 : 0x200057f0 : 120 
FREE 0x80010bf : 0x200057f0 : 120 
MALLOC 0x8001177 : 0x200057f0 : 104 
MALLOC 0x8001177 : 0x20005ec8 : 120 
FREE 0x80010bf : 0x20005ec8 : 120 
FREE 0x80010bf : 0x20005f40 : 120 
MALLOC 0x8001177 : 0x20005ec8 : 120 
FREE 0x80010bf : 0x20005ec8 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20005858 : 104 
MALLOC 0x8001177 : 0x20005ec8 : 120 
FREE 0x80010bf : 0x20005ec8 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
MALLOC 0x8001177 : 0x20005ec8 : 120 
MALLOC 0x8001177 : 0x20005f40 : 136 
MALLOC 0x8001177 : 0x20006448 : 120 
MALLOC 0x8001177 : 0x20007f70 : 120 
MALLOC 0x8001177 : 0x20007fe8 : 120 
FREE 0x80010bf : 0x20007fe8 : 120 
FREE 0x80010bf : 0x20006068 : 120 
MALLOC 0x8001177 : 0x20006068 : 120 
FREE 0x80010bf : 0x20006068 : 120 
MALLOC 0x8001177 : 0x20006068 : 120 
FREE 0x80010bf : 0x20006068 : 120 
MALLOC 0x8001177 : 0x20006068 : 120 
FREE 0x80010bf : 0x20006068 : 120 
FREE 0x80010bf : 0x200060e0 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20006158 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20006068 : 136 
MALLOC 0x8001177 : 0x200060f0 : 120 
FREE 0x80010bf : 0x200060f0 : 120 
MALLOC 0x8001177 : 0x200060f0 : 120 
FREE 0x80010bf : 0x200060f0 : 120 
FREE 0x80010bf : 0x20006348 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
TCP: passive 5800 => 0xa6f4c08ip:61572 set ESTAB (scaling 1)
Socket 5800 -> 0xa6f4c08ip:61572 State eSYN_RECEIVED->eESTABLISHED
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x800ebb5 : 0x200060f0 : 152 
FREE 0x80010bf : 0x200063c0 : 136 
MALLOC 0x8001177 : 0x20006348 : 176 
MALLOC 0x8005471 : 0x20006188 : 136 
FREE 0x80010bf : 0x20006348 : 176 
MALLOC 0x800ebb5 : 0x20007fe8 : 264 
FREE 0x80010bf : 0x20005788 : 104 
MALLOC 0x8001177 : 0x20006348 : 112 
FREE 0x80010bf : 0x20006348 : 112 
MALLOC 0x8001177 : 0x200080f0 : 1200 
FREE 0x80010bf : 0x200080f0 : 1200 
MALLOC 0x8001177 : 0x20006348 : 120 
FREE 0x80010bf : 0x20006348 : 120 
MALLOC 0x8001177 : 0x20006348 : 120 
FREE 0x80010bf : 0x20006348 : 120 
FREE 0x80010bf : 0x20005720 : 104 
MALLOC 0x8001177 : 0x20005720 : 112 
FREE 0x80010bf : 0x20005720 : 112 
MALLOC 0x8001177 : 0x20005720 : 120 
FREE 0x80010bf : 0x20005720 : 120 
MALLOC 0x8001177 : 0x20005720 : 120 
FREE 0x80010bf : 0x20005720 : 120 
MALLOC 0x8001177 : 0x20003bf8 : 96 
TCP: passive 5800 => 0xa6f4c08ip:61573 set ESTAB (scaling 1)
Socket 5800 -> 0xa6f4c08ip:61573 State eSYN_RECEIVED->eESTABLISHED
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x800ebb5 : 0x20005720 : 152 
FREE 0x80010bf : 0x200057f0 : 104 
MALLOC 0x8001177 : 0x200057b8 : 112 
FREE 0x80010bf : 0x200057b8 : 112 
MALLOC 0x8001177 : 0x200057b8 : 104 
MALLOC 0x8001177 : 0x20006348 : 120 
FREE 0x80010bf : 0x20006348 : 120 
MALLOC 0x8001177 : 0x20006348 : 104 
MALLOC 0x8001177 : 0x200063b0 : 120 
FREE 0x80010bf : 0x200063b0 : 120 
FREE 0x80010bf : 0x20005858 : 104 
MALLOC 0x8001177 : 0x20005820 : 112 
FREE 0x80010bf : 0x20005820 : 112 
MALLOC 0x8001177 : 0x20005820 : 104 
MALLOC 0x8001177 : 0x200063b0 : 120 
FREE 0x80010bf : 0x200063b0 : 120 
MALLOC 0x8001177 : 0x200063b0 : 120 
FREE 0x80010bf : 0x200063b0 : 120 
MALLOC 0x8001177 : 0x200063b0 : 120 
FREE 0x80010bf : 0x200063b0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200080f0 : 184 
FREE 0x80010bf : 0x200080f0 : 184 
MALLOC 0x800ebb5 : 0x200080f0 : 520 
FREE 0x80103b9 : 0x20007fe8 : 264 
FREE 0x80010bf : 0x20005ec8 : 120 
MALLOC 0x8001177 : 0x20007fe8 : 184 
FREE 0x80010bf : 0x20007fe8 : 184 
FREE 0x80010bf : 0x20005f40 : 144 
MALLOC 0x8001177 : 0x20005ec8 : 184 
FREE 0x80010bf : 0x20005ec8 : 184 
MALLOC 0x800ebb5 : 0x200082f8 : 776 
FREE 0x80103b9 : 0x200080f0 : 520 
FREE 0x80010bf : 0x20006448 : 120 
MALLOC 0x8001177 : 0x20005ec8 : 152 
FREE 0x80010bf : 0x20005ec8 : 152 
MALLOC 0x800ebb5 : 0x20005ec8 : 264 
MALLOC 0x8005471 : 0x20009400 : 1496 
MALLOC 0x8001177 : 0x200063b0 : 208 
FREE 0x80010bf : 0x200063b0 : 208 
FREE 0x801034d : 0x20005ec8 : 264 
MALLOC 0x800ebb5 : 0x20005ec8 : 264 
MALLOC 0x800ebb5 : 0x20007fe8 : 520 
FREE 0x80103b9 : 0x20005ec8 : 264 
MALLOC 0x8001177 : 0x20008600 : 352 
FREE 0x80010bf : 0x20008600 : 352 
FREE 0x801034d : 0x20007fe8 : 520 
MALLOC 0x800ebb5 : 0x20005ec8 : 264 
MALLOC 0x800ebb5 : 0x20007fe8 : 520 
FREE 0x80103b9 : 0x20005ec8 : 264 
MALLOC 0x8001177 : 0x20008600 : 352 
FREE 0x80010bf : 0x20008600 : 352 
FREE 0x801034d : 0x20007fe8 : 520 
MALLOC 0x800ebb5 : 0x20005ec8 : 264 
MALLOC 0x800ebb5 : 0x20007fe8 : 520 
FREE 0x80103b9 : 0x20005ec8 : 264 
MALLOC 0x8001177 : 0x20008600 : 352 
FREE 0x80010bf : 0x20008600 : 352 
FREE 0x801034d : 0x20007fe8 : 520 
MALLOC 0x800ebb5 : 0x20005ec8 : 264 
MALLOC 0x800ebb5 : 0x20007fe8 : 520 
FREE 0x80103b9 : 0x20005ec8 : 264 
MALLOC 0x8001177 : 0x20008600 : 360 
FREE 0x80010bf : 0x20008600 : 360 
FREE 0x801034d : 0x20007fe8 : 520 
MALLOC 0x800ebb5 : 0x20005ec8 : 264 
MALLOC 0x800ebb5 : 0x20007fe8 : 520 
FREE 0x80103b9 : 0x20005ec8 : 264 
FREE 0x80010bf : 0x20007f70 : 120 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
FREE 0x80010bf : 0x20006068 : 136 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200063b0 : 312 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200063b0 : 312 
FREE 0x80010bf : 0x200057b8 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20005ec8 : 208 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20005ec8 : 208 
MALLOC 0x8001177 : 0x20008600 : 552 
FREE 0x80010bf : 0x20008600 : 552 
FREE 0x801034d : 0x20007fe8 : 520 
MALLOC 0x800ebb5 : 0x20005ec8 : 264 
MALLOC 0x800ebb5 : 0x20007f70 : 520 
FREE 0x80103b9 : 0x20005ec8 : 264 
FREE 0x80010bf : 0x20006348 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200099d8 : 1200 
FREE 0x80010bf : 0x200099d8 : 1200 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20005ec8 : 160 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20005ec8 : 160 
MALLOC 0x8001177 : 0x20008600 : 552 
FREE 0x80010bf : 0x20008600 : 552 
FREE 0x801034d : 0x20007f70 : 520 
MALLOC 0x800ebb5 : 0x20005ec8 : 264 
MALLOC 0x800ebb5 : 0x20007f70 : 520 
FREE 0x80103b9 : 0x20005ec8 : 264 
FREE 0x80010bf : 0x20005820 : 104 
MALLOC 0x8001177 : 0x200047f0 : 112 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200047f0 : 120 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200057b8 : 160 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200057b8 : 160 
MALLOC 0x800ebb5 : 0x200099d8 : 776 
FREE 0x80103b9 : 0x20007f70 : 520 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20006348 : 312 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20006348 : 312 
MALLOC 0x8001177 : 0x20007f70 : 592 
FREE 0x80010bf : 0x20007f70 : 592 
FREE 0x801034d : 0x200099d8 : 776 
MALLOC 0x800ebb5 : 0x200057b8 : 264 
MALLOC 0x800ebb5 : 0x20007f70 : 520 
FREE 0x80103b9 : 0x200057b8 : 264 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200057b8 : 160 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200057b8 : 160 
MALLOC 0x8001177 : 0x20008600 : 552 
FREE 0x80010bf : 0x20008600 : 552 
FREE 0x801034d : 0x20007f70 : 520 
MALLOC 0x800ebb5 : 0x200057b8 : 264 
MALLOC 0x800ebb5 : 0x20007f70 : 520 
FREE 0x80103b9 : 0x200057b8 : 264 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200057b8 : 160 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200057b8 : 160 
MALLOC 0x800ebb5 : 0x200099d8 : 776 
FREE 0x80103b9 : 0x20007f70 : 520 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200057b8 : 160 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200057b8 : 160 
MALLOC 0x8001177 : 0x20007f70 : 744 
FREE 0x80010bf : 0x20007f70 : 744 
FREE 0x801034d : 0x200099d8 : 776 
MALLOC 0x800ebb5 : 0x200057b8 : 264 
MALLOC 0x800ebb5 : 0x20007f70 : 520 
FREE 0x80103b9 : 0x200057b8 : 264 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200057b8 : 160 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200057b8 : 160 
MALLOC 0x8001177 : 0x20008600 : 552 
FREE 0x80010bf : 0x20008600 : 552 
FREE 0x801034d : 0x20007f70 : 520 
MALLOC 0x800ebb5 : 0x200057b8 : 264 
MALLOC 0x800ebb5 : 0x20007f70 : 520 
FREE 0x80103b9 : 0x200057b8 : 264 
MALLOC 0x8001177 : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x200057b8 : 160 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200057b8 : 160 
MALLOC 0x800ebb5 : 0x200099d8 : 776 
